name_ru,name_en,year
Продолжать,Goon,2011
"Выступ","Ledge, The",2011
21 Jump Street,21 Jump Street,2012
"Джефф, который живет дома","Jeff, Who Lives at Home",2012
Блокировка,Lockout,2012
"Сноутаун (Сноутаун убийства,)","Snowtown (Snowtown Murders, The)",2011
Космический линкор Ямато,Space Battleship Yamato,2010
Джиро мечтает о суши,Jiro Dreams of Sushi,2011
Damsels в беде,Damsels in Distress,2011
Ловля лосося в Йемене,Salmon Fishing in the Yemen,2011
Гнев Титанов,Wrath of the Titans,2012
Отряд,Detachment,2011
Железное небо,Iron Sky,2012
Продюсер,Absentia,2011
Американское воссоединение (American Pie 4),American Reunion (American Pie 4),2012
Рейд: искупление,The Raid: Redemption,2011
"Каюта в лесу","Cabin in the Woods, The",2012
"Боже, храни америку",God Bless America,2011
"Три марионега","Three Stooges, The",2012
"Ворон","Raven, The",2012
Север Юг,North & South,2004
"Большой взрыв","Big Bang, The",2011
Зеркало Зеркало,Mirror Mirror,2012
Линкора,Battleship,2012
"Лучший экзотический отель на носарголде","Best Exotic Marigold Hotel, The",2011
Comic-Con Эпизод IV: надежда фаната,Comic-Con Episode IV: A Fan's Hope,2011
Терроризировать,Bully,2011
Истерия,Hysteria,2011
Данте Анферно: анимированный эпос,Dante's Inferno: An Animated Epic,2010
"Атомная подводная лодка","Atomic Submarine, The",1959
"Пятилетняя помолвка","Five-Year Engagement, The",2012
"Думать, как человек",Think Like a Man,2012
"Счастливчик","Lucky One, The",2012
Безопасный,Safe,2012
Темные тени,Dark Shadows,2012
96 минут,96 Minutes,2011 
"Невеста приманки","Decoy Bride, The",2011
Rocket Singh: продавец года,Rocket Singh: Salesman of the Year,2009
Диктатор,"Dictator, The",2012
Прогулка с монстрами,Walking with Monsters,2005
Мужчины в Black III (M.III.B.) (M.I.B.3),Men in Black III (M.III.B.) (M.I.B.³),2012
Белоснежка и охотник,Snow White and the Huntsman,2012
Звук моего голоса,Sound of My Voice,2011
Ева,Eva,2011
"Пираты!Группа неудачников","Pirates! Band of Misfits, The",2012
Прометей,Prometheus,2012
"Пакт","Pact, The",2012
Берни,Bernie,2011
Вдыхать,Inhale,2010
Принять этот вальс,Take This Waltz,2011
Страсть к странности,Wanderlust,2012
Королевство полной луны,Moonrise Kingdom,2012
Получите гринго,Get the Gringo,2012
Супермен/Судный день,Superman/Doomsday,2007 
"Тысяча слов","Thousand Words, A",2012
Безопасность не гарантирована,Safety Not Guaranteed,2012
Мадагаскар 3: самые разыскиваемые Европы,Madagascar 3: Europe's Most Wanted,2012
Сестра твоей сестры,Your Sister's Sister,2011
Драконник: проклятие крови рубины (Дорагон Бору: Шенрон без Денсту),Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),1986
Драконник: спящая принцесса в замке дьявола (Дорагон Бору: Маджинджо нет Немури Химе),Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),1987
Супермен/Бэтмен: публичные враги,Superman/Batman: Public Enemies,2009
Dragon Ball: мистическое приключение (Дорагон Бору),Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),1988
Dragon Ball Z Фильм: самый сильный в мире (a.k.a. Dragon Ball Z: самый сильный парень в мире) (Дорагон Бору Z: Коно Йо де Ичибан Цуйой Яцу),Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),1990
Храбрый,Brave,2012
Красота и чудовище: Зачарованное Рождество,Beauty and the Beast: The Enchanted Christmas,1997
Фронт класса,Front of the Class,2008
Dragon Ball Z фильм: Дерево мостового,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),1990
Pocahontas II: Путешествие в новый мир,Pocahontas II: Journey to a New World,1998 
"Чего ожидать, когда вы ожидаете",What to Expect When You're Expecting,2012
В Рим с любовью,To Rome with Love,2012
Авраам Линкольн: Охотник за вампирами,Abraham Lincoln: Vampire Hunter,2012
Первая позиция,First Position,2011
Рок на века,Rock of Ages,2012
Ищу друга на конец света,Seeking a Friend for the End of the World,2012
Престо,Presto,2008
Джек-Джек атака,Jack-Jack Attack,2005
Один мужчина группа,One Man Band,2005
Тед,Ted,2012
Волшебный Майк,Magic Mike,2012
Dragon Ball Z: Возвращение кулера (Дорагон Бору Z 6: Гекитоцу!,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),1992
Dragon Ball Z: месть Кулера (Дорагон Бору Z 5: Тобиккири нет Сайки Тайки Сайки),Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),1991
Dragon Ball Z: Super Android 13!,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),1992
Dragon Ball Z: Broly -Легендарный Super Saiyan (Дорагон Бору Z 8: Moetsukiro !!,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),1993
Чистая кожа,Cleanskin,2012
"Удивительный Человек-паук","Amazing Spider-Man, The",2012
Dragon Ball Z: Bojack Unbound (Doragon Bôru Z 9: Ginga girigiri !! Butchigiri no Sugoi yatsu),Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),1993
Ледяной период 4: континентальный дрейф,Ice Age 4: Continental Drift,2012
Звери дикого Юга,Beasts of the Southern Wild,2012
Дикарей,Savages,2012
"Твердый","Firm, The",2009
Духовный лагерь,Spirit Camp,2009
Гэри как,Geri's Game,1997
"Какой -то парень, который убивает людей",Some Guy Who Kills People,2011
Остров сокровищ,Treasure Island,2012
Смотри,"Watch, The",2012
"Приключения Мэри-Кейт и Эшли, «Случай рождественского каперса","Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",1995
2 дня в Нью -Йорке,2 Days in New York,2012
Убийца Джо,Killer Joe,2011
Dragon Ball Z: Broly Second Press (Doragon Bôru Z 10: Kiken na futari! Sûpâ Senshi wa nemurenai),Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),1994
Dragon Ball Z: Bio-Broly (Doragon Bôru Z 11: Soupâ Senshi Gekiha! Katsu no wa ore da),Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),1994
Анаконда: потомство,Anaconda: The Offspring,2008
"Рождественская песня","Christmas Carol, A",1999
"Прощай, Чарли",Goodbye Charlie,1964
Для птиц,For the Birds,2000
Руби -Спаркс,Ruby Sparks,2012
Вспомнить все,Total Recall,2012
"Ангелы доля","Angels' Share, The",2012
"Незрелый, (Imperi)","Immature, The (Immaturi)",2011
Dragon Ball Z: Bardock -Отец Гоку (Дорагон Бору Z: Татта Хитори но и Сайшуу Кессен -Фурийза Ни Итонда З Сенши Какаротто Ночичи),Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),1990
Dragon Ball Z: История сундуков (Дорагон Бору Z: Zetsubô E no hankô !!,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),1993
Dragon Ball GT: Наследие героя (Дорагон Бору Гт: Гоку Гэйден!,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),1997
Боковые стенки (полузащитники),Sidewalls (Medianeras),2011
Скайфолл,Skyfall,2012
Руки над городом (руки на городе),Hands Over the City (Le mani sulla città),1963
"Кампания","Campaign, The",2012
Тормозный,Brake,2012
Надежда Спрингс,Hope Springs,2012
"Королева Версаля","Queen of Versailles, The",2012
Паранорман,ParaNorman,2012
Дневник Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012
Сломанный,Broken,2012
6 дней до воздуха: создание Южного парка,6 Days to Air: The Making of South Park,2011
Премиальный спешник,Premium Rush,2012
"Странная жизнь Тимоти Грин","Odd Life of Timothy Green, The",2012
Беззаконный,Lawless,2012
Piranha 3dd (a.k.a. Piranha dd),Piranha 3DD (a.k.a. Piranha DD),2012
Первичный подозреваемый 3,Prime Suspect 3,1993
В поисках Сахарного Человека,Searching for Sugar Man,2012
Prime Sevoect 6: Последний свидетель,Prime Suspect 6: The Last Witness,2003
Первичный подозреваемый: потерянный ребенок,Prime Suspect: The Lost Child,1995
Концепция,Conception,2011
Рай потерян 3: Чистилище,Paradise Lost 3: Purgatory,2011
"Слова","Words, The",2012
Абсолютно точный,Pitch Perfect,2012
Самсара,Samsara,2011
Беглый мозг,Runaway Brain,1995 
Бездельник,Looper,2012
Это мой мальчик,That's My Boy,2012
Робот и Фрэнк,Robot & Frank,2012
Обитель Зла Возмездие,Resident Evil: Retribution,2012
Лола против,Lola Versus,2012
